exp,wks,type,bluecol,south,smsa,married,sex,union,education,black,lwage,industry,occupation,residence
14,43,Part Time,no,yes,yes,yes,male,no,17,no,6.71538,Manufacturing,Operatives_and_kindred,NA
15,41,Part Time,no,yes,yes,yes,male,no,17,no,6.81892,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
16,42,Part Time,no,yes,yes,yes,male,no,17,no,6.95655,Manufacturing,Operatives_and_kindred,NA
17,40,Full Time,no,yes,yes,yes,male,no,17,no,7.04752,Construction,Laborers_and_farmers,NA
18,51,Full Time,no,yes,yes,yes,male,no,17,no,6.85435,Construction,"Craftsmen, Foremen_and_kindred",NA
21,47,Full Time,yes,no,yes,yes,male,no,14,no,6.31716,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
22,47,Full Time,yes,no,yes,yes,male,no,14,no,6.6958,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
23,47,Full Time,yes,no,yes,yes,male,no,14,no,6.81564,Manufacturing,Operatives_and_kindred,NA
24,46,Full Time,yes,no,yes,yes,male,no,14,no,6.87213,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
25,47,Full Time,yes,no,yes,yes,male,no,14,no,7.10661,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
26,47,Part Time,yes,no,yes,yes,male,no,14,no,7.09672,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
27,46,Full Time,yes,no,yes,yes,male,no,14,no,7.20042,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
7,47,Part Time,yes,no,no,yes,male,yes,12,no,6.49979,Manufacturing,Operatives_and_kindred,NA
8,41,Full Time,yes,no,no,yes,male,yes,12,no,6.72743,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
9,44,Part Time,yes,no,no,yes,male,yes,12,no,6.71538,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
10,50,Part Time,yes,no,no,no,male,yes,12,no,6.77878,Business_and_Repair_Service,"Professional, Technical_and_kindred",NA
11,44,Part Time,yes,no,no,no,male,yes,12,no,6.91274,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
12,43,Part Time,yes,no,no,yes,male,yes,12,no,6.93245,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
13,43,Full Time,yes,no,no,yes,male,yes,12,no,7.40853,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
29,50,Full Time,no,no,no,yes,male,no,12,no,6.32794,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
30,49,Full Time,no,no,no,yes,male,no,12,no,6.44572,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
31,49,Full Time,no,no,no,yes,male,no,12,no,6.45362,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
32,49,Full Time,no,no,no,yes,male,no,12,no,6.50728,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
33,49,Full Time,no,no,no,yes,male,no,12,no,6.69703,Agricultural,Operatives_and_kindred,NA
34,49,Full Time,no,no,no,yes,male,no,12,no,6.81344,Trade,Operatives_and_kindred,NA
35,49,Part Time,no,no,no,yes,male,no,12,no,6.85646,Agricultural,Operatives_and_kindred,NA
36,39,Full Time,yes,no,yes,yes,male,no,6,no,6.16331,Agricultural,Operatives_and_kindred,NA
37,44,Part Time,yes,no,yes,yes,male,no,6,no,6.39693,Agricultural,Operatives_and_kindred,NA
38,25,Full Time,yes,no,yes,yes,male,no,6,no,5.95584,Manufacturing,"Managers, Officials_and_Proprietors",NA
39,51,Part Time,yes,no,yes,yes,male,no,6,no,6.07535,Agricultural,Farm_Laborers_and_Foreman,NA
40,50,Part Time,yes,no,yes,yes,male,no,6,no,6.2634,Manufacturing,"Managers, Officials_and_Proprietors",NA
41,49,Part Time,yes,no,yes,yes,male,no,6,no,6.33683,Business_and_Repair_Service,Operatives_and_kindred,rural_area
42,37,Part Time,yes,no,yes,yes,male,no,6,no,6.42162,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",rural_area
13,48,Full Time,no,no,yes,no,female,no,17,no,6.67834,Manufacturing,Operatives_and_kindred,rural_area
14,50,Full Time,no,no,yes,no,female,no,17,no,6.68461,Construction,"Craftsmen, Foremen_and_kindred",NA
15,48,Full Time,no,no,yes,no,female,no,17,no,6.85646,Transportation,Operatives_and_kindred,NA
16,48,Full Time,no,no,yes,no,female,no,17,no,6.85646,Transportation,Laborers_and_farmers,NA
17,47,Full Time,no,no,yes,no,female,no,17,no,6.90776,Transportation,Laborers_and_farmers,NA
18,47,Full Time,no,no,yes,no,female,no,17,no,7.04752,Public_Administration,Laborers_and_farmers,NA
19,45,Full Time,no,no,yes,no,female,no,17,no,7.27932,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
40,49,Part Time,yes,no,yes,no,female,no,12,no,5.92693,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
41,52,Full Time,yes,no,yes,no,female,no,12,no,5.99146,Trade,"Craftsmen, Foremen_and_kindred",rural_area
42,49,Part Time,yes,no,yes,no,female,no,12,no,5.85793,Trade,"Craftsmen, Foremen_and_kindred",NA
43,50,Full Time,yes,no,yes,no,female,no,12,no,6.07993,Trade,"Craftsmen, Foremen_and_kindred",NA
44,50,Part Time,yes,no,yes,no,female,no,12,no,6.21461,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
45,49,Part Time,no,no,yes,no,female,no,12,no,6.43775,Trade,"Craftsmen, Foremen_and_kindred",NA
46,49,Part Time,yes,no,yes,no,female,no,12,no,6.55536,Construction,"Craftsmen, Foremen_and_kindred",NA
3,37,Part Time,no,no,yes,yes,male,yes,16,no,6.21461,Trade,Laborers_and_farmers,NA
4,39,Full Time,no,no,yes,yes,male,yes,16,no,6.38012,Trade,Laborers_and_farmers,NA
5,36,Full Time,no,no,yes,yes,male,yes,16,no,6.35437,Trade,Clerical_and_kindred,NA
6,39,Full Time,no,no,yes,yes,male,yes,16,no,6.47697,Trade,Operatives_and_kindred,NA
7,37,Full Time,no,no,yes,yes,male,yes,16,no,6.43775,Manufacturing,Operatives_and_kindred,NA
8,38,Full Time,no,no,no,yes,male,yes,16,no,6.52942,Trade,Sales_Workers,NA
9,38,Full Time,no,no,no,yes,male,yes,16,no,6.68461,Manufacturing,Sales_Workers,NA
28,50,Full Time,yes,no,yes,yes,male,yes,12,no,6.24417,Trade,Operatives_and_kindred,NA
29,38,Part Time,yes,no,yes,yes,male,yes,12,no,6.34564,Agricultural,Operatives_and_kindred,NA
30,49,Full Time,yes,no,yes,yes,male,yes,12,no,6.42162,Agricultural,"Craftsmen, Foremen_and_kindred",NA
31,48,Part Time,yes,no,yes,yes,male,yes,12,no,6.51471,Agricultural,Operatives_and_kindred,NA
32,49,Full Time,yes,no,yes,yes,male,no,12,no,6.58617,Agricultural,Operatives_and_kindred,NA
33,48,Part Time,yes,no,yes,yes,male,yes,12,no,6.68461,Agricultural,Operatives_and_kindred,NA
34,30,Part Time,yes,no,yes,yes,male,yes,12,no,6.7511,Agricultural,Farm_Laborers_and_Foreman,NA
24,46,Part Time,yes,no,yes,yes,male,yes,12,no,6.23441,Agricultural,Farm_Laborers_and_Foreman,NA
25,51,Part Time,yes,no,yes,yes,male,yes,12,no,6.31897,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
26,49,Full Time,yes,no,yes,yes,male,yes,12,no,6.42162,Agricultural,Farm_Laborers_and_Foreman,NA
27,49,Full Time,yes,no,yes,yes,male,yes,12,no,6.49375,Public_Administration,Laborers_and_farmers,NA
28,49,Full Time,yes,no,yes,yes,male,yes,12,no,6.55108,Public_Administration,Operatives_and_kindred,NA
29,49,Full Time,yes,no,yes,yes,male,yes,12,no,7.00307,Public_Administration,Operatives_and_kindred,NA
30,49,Full Time,yes,no,yes,yes,male,yes,12,no,6.81014,Public_Administration,"Craftsmen, Foremen_and_kindred",NA
40,49,Full Time,no,no,yes,yes,male,no,17,no,6.90575,Transportation,"Craftsmen, Foremen_and_kindred",NA
41,48,Full Time,no,no,yes,yes,male,no,17,no,6.90575,Public_Administration,Operatives_and_kindred,NA
42,48,Part Time,no,no,yes,yes,male,no,17,no,7.31322,Public_Administration,"Craftsmen, Foremen_and_kindred",NA
43,49,Full Time,no,no,yes,yes,male,no,17,no,7.31322,Agricultural,Farm_Laborers_and_Foreman,south
44,49,Part Time,no,no,yes,yes,male,no,17,no,7.31322,Mining,Operatives_and_kindred,south
45,49,Full Time,no,no,yes,yes,male,no,17,no,7.37776,Business_and_Repair_Service,Operatives_and_kindred,south
46,50,Part Time,no,no,yes,yes,male,no,17,no,7.37776,Construction,"Craftsmen, Foremen_and_kindred",south
44,40,Part Time,yes,yes,yes,no,female,no,9,yes,5.39363,Manufacturing,Service_Workers,south
45,35,Part Time,yes,yes,yes,no,female,no,9,yes,5.43808,Trade,Service_Workers,south
46,39,Part Time,yes,yes,yes,no,female,no,9,yes,4.60517,Manufacturing,Operatives_and_kindred,south
47,40,Full Time,yes,yes,yes,no,female,no,9,yes,5.0814,Manufacturing,Operatives_and_kindred,south
48,39,Full Time,yes,yes,yes,no,female,no,9,yes,5.273,Trade,Laborers_and_farmers,south
49,38,Full Time,yes,yes,yes,no,female,no,9,yes,5.81413,Trade,Clerical_and_kindred,south
50,37,Full Time,yes,yes,yes,no,female,no,9,yes,5.74939,Trade,Clerical_and_kindred,south
10,50,Full Time,yes,no,yes,yes,male,no,12,no,6.52942,Trade,Sales_Workers,south
11,50,Full Time,yes,no,yes,yes,male,no,12,no,6.62007,Trade,Sales_Workers,south
12,49,Full Time,yes,no,yes,yes,male,no,12,no,6.4599,Trade,Laborers_and_farmers,south
13,52,Part Time,no,yes,yes,yes,male,no,12,no,7.00307,Trade,Sales_Workers,south
14,51,Full Time,no,yes,yes,yes,male,no,12,no,7.20786,Trade,Sales_Workers,south
15,50,Part Time,no,no,no,yes,male,no,12,no,7.46737,Trade,Clerical_and_kindred,south
16,51,Full Time,no,no,no,yes,male,no,12,no,7.14913,Trade,Service_Workers,south
29,49,Part Time,no,no,yes,yes,male,no,16,no,6.65286,Trade,Service_Workers,south
30,48,Part Time,no,no,yes,yes,male,no,16,no,6.73102,Trade,Service_Workers,south
31,48,Part Time,no,no,yes,yes,male,no,16,no,6.82979,Trade,Service_Workers,south
32,46,Part Time,no,no,yes,yes,male,no,16,no,6.93245,Trade,Service_Workers,south
33,48,Full Time,no,no,yes,yes,male,no,16,no,7.02554,Trade,Service_Workers,south
34,44,Full Time,no,no,yes,yes,male,no,16,no,7.1309,Trade,Service_Workers,south
35,44,Full Time,no,no,yes,yes,male,no,16,no,7.20786,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
4,21,Full Time,no,yes,no,no,female,no,12,no,5.57973,Manufacturing,Operatives_and_kindred,NA
5,42,Full Time,no,yes,no,no,female,no,12,no,5.73334,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
6,49,Full Time,no,yes,no,no,female,no,12,no,5.76832,Manufacturing,"Professional, Technical_and_kindred",south
7,49,Full Time,no,yes,no,no,female,no,12,no,5.86647,Manufacturing,"Craftsmen, Foremen_and_kindred",south
8,44,Part Time,no,yes,no,no,female,no,12,no,6.06611,Manufacturing,Operatives_and_kindred,south
9,47,Full Time,no,yes,no,no,female,no,12,no,6.23441,Construction,"Craftsmen, Foremen_and_kindred",south
10,48,Part Time,no,yes,no,no,female,no,12,no,6.38688,Manufacturing,"Craftsmen, Foremen_and_kindred",south
5,50,Full Time,yes,no,no,yes,male,yes,14,no,6.42162,Professional_and_Related Service,"Professional, Technical_and_kindred",nothern_central
6,48,Part Time,yes,no,no,yes,male,yes,14,no,6.37502,Business_and_Repair_Service,Operatives_and_kindred,north_east
7,48,Part Time,yes,no,no,yes,male,yes,14,no,6.58617,Agricultural,Sales_Workers,NA
8,47,Part Time,yes,no,no,yes,male,yes,14,no,6.76273,Agricultural,Sales_Workers,nothern_central
9,50,Part Time,yes,no,no,yes,male,yes,14,no,6.74876,Agricultural,"Managers, Officials_and_Proprietors",nothern_central
10,49,Full Time,yes,no,no,yes,male,yes,14,no,6.80239,Business_and_Repair_Service,Sales_Workers,nothern_central
11,46,Full Time,yes,no,no,yes,male,yes,14,no,6.93925,Agricultural,"Managers, Officials_and_Proprietors",nothern_central
12,52,Full Time,no,yes,yes,yes,male,no,17,no,6.71538,Agricultural,Laborers_and_farmers,nothern_central
13,50,Full Time,no,yes,yes,yes,male,no,17,no,6.74524,Trade,"Craftsmen, Foremen_and_kindred",NA
14,52,Full Time,no,yes,yes,yes,male,no,17,no,6.88244,Agricultural,Laborers_and_farmers,NA
15,51,Full Time,no,yes,yes,yes,male,no,17,no,6.98008,Agricultural,Laborers_and_farmers,NA
16,50,Full Time,no,yes,yes,yes,male,no,17,no,7.24423,Construction,Laborers_and_farmers,south
17,51,Part Time,no,yes,yes,yes,male,no,17,no,7.43838,Personal_Service,Service_Workers,NA
18,52,Full Time,no,yes,yes,yes,male,no,17,no,7.17702,Agricultural,"Craftsmen, Foremen_and_kindred",NA
17,48,Part Time,yes,no,no,yes,male,yes,12,no,6.81344,Agricultural,"Craftsmen, Foremen_and_kindred",NA
18,51,Full Time,yes,no,no,yes,male,yes,12,no,6.88244,Agricultural,Laborers_and_farmers,NA
19,50,Part Time,yes,no,no,yes,male,yes,12,no,7.00307,Trade,Service_Workers,NA
20,49,Part Time,yes,no,no,yes,male,yes,12,no,7.17012,Trade,Service_Workers,NA
21,50,Part Time,yes,no,no,yes,male,yes,12,no,7.17778,Manufacturing,Operatives_and_kindred,NA
22,48,Part Time,yes,no,no,yes,male,yes,12,no,7.24423,Manufacturing,Operatives_and_kindred,NA
23,48,Full Time,yes,no,no,yes,male,yes,12,no,7.39326,Manufacturing,Operatives_and_kindred,NA
26,47,Full Time,yes,no,yes,yes,male,yes,10,no,5.8693,Manufacturing,Operatives_and_kindred,NA
27,49,Full Time,yes,no,yes,yes,male,yes,10,no,5.85793,Manufacturing,Operatives_and_kindred,south
28,38,Full Time,yes,no,yes,yes,male,yes,10,no,5.87774,Trade,Operatives_and_kindred,south
29,8,Full Time,no,no,yes,yes,male,no,10,no,5.85793,Manufacturing,Operatives_and_kindred,NA
30,43,Full Time,yes,no,yes,yes,male,no,10,no,6.58617,Manufacturing,Operatives_and_kindred,NA
31,52,Full Time,yes,no,yes,yes,male,no,10,no,6.35437,Manufacturing,Service_Workers,NA
32,52,Part Time,yes,no,yes,yes,male,no,10,no,6.58617,Manufacturing,Service_Workers,NA
10,47,Full Time,no,no,yes,yes,male,yes,12,no,6.2804,Manufacturing,"Craftsmen, Foremen_and_kindred",south
11,26,Part Time,no,no,yes,yes,male,yes,12,no,6.44572,Manufacturing,Service_Workers,south
12,48,Full Time,no,no,yes,yes,male,yes,12,no,6.48004,Manufacturing,"Craftsmen, Foremen_and_kindred",south
13,48,Part Time,no,no,yes,yes,male,yes,12,no,6.77422,Manufacturing,Service_Workers,NA
14,48,Part Time,no,no,yes,yes,male,yes,12,no,6.83195,Trade,Sales_Workers,NA
15,46,Part Time,no,no,yes,yes,male,yes,12,no,6.90776,Manufacturing,Operatives_and_kindred,NA
16,49,Part Time,yes,no,yes,yes,male,yes,12,no,7.00307,Manufacturing,Operatives_and_kindred,NA
3,49,Full Time,yes,no,yes,yes,male,yes,16,no,6.25383,Business_and_Repair_Service,Operatives_and_kindred,NA
4,49,Full Time,yes,no,yes,yes,male,yes,16,no,6.46147,Trade,Operatives_and_kindred,NA
5,48,Full Time,yes,no,yes,yes,male,yes,16,no,6.53669,Manufacturing,Operatives_and_kindred,NA
6,47,Full Time,yes,no,yes,yes,male,yes,16,no,6.62007,Manufacturing,Laborers_and_farmers,NA
7,49,Full Time,no,no,yes,yes,male,yes,16,no,6.63595,Public_Administration,Clerical_and_kindred,NA
8,49,Full Time,no,no,yes,yes,male,yes,16,no,6.7511,Trade,Service_Workers,NA
9,50,Full Time,no,no,yes,yes,male,no,16,no,6.85646,Trade,Service_Workers,NA
21,48,Part Time,yes,yes,yes,yes,male,no,12,no,6.90575,Trade,Service_Workers,NA
22,48,Full Time,yes,yes,yes,yes,male,no,12,no,6.90575,Entertainment,Service_Workers,NA
23,48,Part Time,yes,yes,yes,yes,male,no,12,no,7.23418,Entertainment,Service_Workers,NA
24,48,Full Time,yes,yes,yes,no,male,no,12,no,7.2998,Entertainment,Service_Workers,NA
25,48,Part Time,yes,yes,yes,yes,male,no,12,no,7.31322,Manufacturing,Operatives_and_kindred,NA
26,48,Part Time,yes,yes,yes,yes,male,no,12,no,7.37588,Trade,Operatives_and_kindred,NA
27,47,Part Time,yes,yes,yes,yes,male,no,12,no,7.61874,Manufacturing,Operatives_and_kindred,NA
17,51,Part Time,yes,yes,no,yes,male,no,12,no,5.59842,Manufacturing,Operatives_and_kindred,NA
18,50,Full Time,yes,yes,no,yes,male,no,12,no,6.21461,Manufacturing,Operatives_and_kindred,NA
19,50,Full Time,yes,yes,no,yes,male,no,12,no,6.10925,Manufacturing,Operatives_and_kindred,NA
20,50,Full Time,yes,yes,no,yes,male,yes,12,no,6.2634,Manufacturing,Laborers_and_farmers,NA
21,48,Full Time,yes,yes,no,yes,male,yes,12,no,6.55108,Manufacturing,Operatives_and_kindred,NA
22,45,Full Time,yes,yes,no,yes,male,yes,12,no,6.80239,Manufacturing,Operatives_and_kindred,NA
23,42,Full Time,yes,yes,no,yes,male,yes,12,no,6.95655,Manufacturing,Laborers_and_farmers,NA
18,48,Full Time,no,yes,no,yes,male,no,7,no,5.70378,Manufacturing,Operatives_and_kindred,NA
19,50,Part Time,no,yes,no,yes,male,no,7,no,5.72031,Trade,Service_Workers,NA
20,50,Full Time,no,yes,no,yes,male,no,7,no,5.99146,Trade,Service_Workers,NA
21,50,Part Time,no,yes,no,yes,male,no,7,no,6.05209,Trade,Service_Workers,NA
22,48,Full Time,no,yes,no,yes,male,no,7,no,6.21461,Manufacturing,Laborers_and_farmers,NA
23,48,Part Time,no,yes,no,yes,male,no,7,no,6.2634,Manufacturing,Operatives_and_kindred,NA
24,49,Part Time,no,yes,no,yes,male,no,7,no,6.30992,Manufacturing,Operatives_and_kindred,NA
10,44,Part Time,yes,yes,yes,yes,male,no,11,no,6.35437,Manufacturing,Operatives_and_kindred,NA
11,49,Part Time,yes,yes,yes,yes,male,no,11,no,6.35437,Manufacturing,Service_Workers,NA
12,50,Full Time,yes,yes,yes,yes,male,no,11,no,6.53669,Manufacturing,Operatives_and_kindred,NA
13,49,Full Time,yes,yes,yes,yes,male,no,11,no,6.60665,Manufacturing,Operatives_and_kindred,NA
14,48,Full Time,yes,yes,yes,yes,male,no,11,no,6.60665,Manufacturing,Operatives_and_kindred,NA
15,48,Full Time,yes,yes,yes,yes,male,no,11,no,6.75693,Manufacturing,Operatives_and_kindred,NA
16,49,Full Time,yes,yes,yes,yes,male,no,11,no,6.95177,Manufacturing,Operatives_and_kindred,NA
7,50,Full Time,no,yes,yes,no,male,yes,14,yes,6.07535,Manufacturing,Operatives_and_kindred,NA
8,50,Full Time,no,yes,yes,no,male,yes,14,yes,6.35437,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
9,49,Part Time,no,yes,yes,no,male,yes,14,yes,6.58617,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
10,48,Full Time,no,yes,yes,no,male,yes,14,yes,6.58893,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
11,46,Part Time,no,yes,yes,no,male,yes,14,yes,6.59304,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
12,49,Full Time,no,yes,yes,no,male,yes,14,yes,6.84268,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
13,47,Part Time,no,yes,yes,no,male,yes,14,yes,6.97261,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
7,44,Part Time,yes,no,yes,yes,male,yes,10,no,6.56103,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
8,49,Part Time,yes,no,yes,yes,male,yes,10,no,6.90575,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
9,45,Part Time,yes,no,yes,yes,male,yes,10,no,6.7334,Professional_and_Related Service,"Professional, Technical_and_kindred",south
10,49,Full Time,yes,no,yes,yes,male,yes,10,no,6.8742,Manufacturing,Operatives_and_kindred,nothern_central
11,47,Full Time,yes,no,yes,yes,male,yes,10,no,7.03439,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
12,49,Full Time,yes,no,yes,yes,male,yes,10,no,7.03527,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
13,39,Full Time,yes,no,yes,yes,male,yes,10,no,7.19669,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
18,49,Full Time,no,no,yes,yes,male,yes,12,no,6.35611,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
19,49,Full Time,no,no,yes,yes,male,yes,12,no,6.49224,Manufacturing,"Craftsmen, Foremen_and_kindred",south
20,49,Full Time,no,no,yes,yes,male,yes,12,no,6.65929,Manufacturing,Operatives_and_kindred,south
21,49,Part Time,no,no,yes,yes,male,yes,12,no,6.56948,Manufacturing,Operatives_and_kindred,south
22,49,Full Time,no,no,yes,yes,male,yes,12,no,6.80017,Construction,Service_Workers,south
23,49,Part Time,no,no,yes,yes,male,yes,12,no,6.73102,Mining,"Craftsmen, Foremen_and_kindred",south
24,48,Full Time,no,no,yes,yes,male,yes,12,no,6.9256,Business_and_Repair_Service,Laborers_and_farmers,south
32,48,Part Time,yes,no,yes,yes,male,yes,9,no,6.90575,Mining,Operatives_and_kindred,south
33,52,Part Time,yes,no,yes,yes,male,yes,9,no,6.90575,Mining,Laborers_and_farmers,south
34,50,Part Time,yes,no,yes,yes,male,yes,9,no,6.95655,Mining,"Craftsmen, Foremen_and_kindred",south
35,51,Part Time,yes,no,yes,yes,male,yes,9,no,7.02554,Mining,Operatives_and_kindred,south
36,43,Full Time,yes,no,yes,yes,male,yes,9,no,7.09008,Mining,"Craftsmen, Foremen_and_kindred",south
37,50,Full Time,yes,no,yes,yes,male,yes,9,no,7.09008,Manufacturing,Operatives_and_kindred,south
